participant,item,condition,slider.response,my_rs,total_residuals,unique_item_no,trials.thisN,session,half,literacy,age_textbox.text,gender_slider.response,difference
72,8,A_exp2,0.0787037319607205,0.319318181818182,95.69,29,13,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.2406144498574615
72,21,B_exp2,0.14907408820258244,0.540909090909091,85.06,82,14,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.39183500270650856
72,29,A_exp2,0.1759259541829427,0.677272727272727,74.03,113,15,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.5013467730897843
72,33,B_exp2,0.3027777777777778,0.745454545454545,67.07,130,16,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.4426767676767672
72,16,C_exp2,0.11574075486924912,0.455681818181818,90.06,63,17,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3399410633125689
72,35,D_exp2,0.8453703986273872,0.779545454545455,62.96,140,18,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.06582494408193218
72,37,A_exp2,0.9111111111111112,0.813636363636363,58.43,145,19,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.09747474747474816
72,42,C_exp2,0.8231481764051649,0.898863636363636,43.85,167,20,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.07571545995847107
72,36,D_exp2,0.6648148430718316,0.796590909090909,60.8,144,21,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.13177606601907743
72,1,C_exp2,0.06203706529405384,0.2,98.47,3,22,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.13796293470594617
72,28,D_exp2,0.18148150973849825,0.660227272727273,75.63,112,23,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.47874576298877475
72,34,C_exp2,0.2277777777777778,0.7625,65.09,135,24,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.5347222222222221
72,17,B_exp2,0.1148148430718316,0.472727272727273,89.16,66,25,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3579124296554414
72,33,C_exp2,0.2833333333333333,0.745454545454545,67.07,131,26,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.4621212121212117
72,11,C_exp2,0.08981484307183157,0.370454545454545,93.87,43,27,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.2806397023827134
72,12,D_exp2,0.05555555555555558,0.3875,93.21,48,28,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.33194444444444443
72,32,A_exp2,0.7629630194769965,0.728409090909091,68.93,125,30,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.03455392856790551
72,10,A_exp2,0.4490741305881076,0.353409090909091,94.56,37,31,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.09566503967901657
72,20,C_exp2,0.3990741305881077,0.523863636363636,86.18,79,32,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.12478950577552828
72,6,A_exp2,0.3648148430718316,0.285227272727273,96.65,21,33,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.0795875703445586
72,10,C_exp2,0.25277777777777777,0.353409090909091,94.56,39,34,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.10063131313131324
72,37,C_exp2,0.7787037319607205,0.813636363636363,58.43,147,35,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.034932631675642534
72,43,D_exp2,0.982407463921441,0.915909090909091,40.18,172,36,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.06649837301234995
72,2,B_exp2,0.14629631042480468,0.217045454545455,98.2,6,37,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.07074914412065034
72,18,B_exp2,0.09074075486924917,0.489772727272727,88.21,70,38,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3990319724034779
72,5,D_exp2,0.03333333333333332,0.268181818181818,97.09,20,39,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.2348484848484847
72,18,C_exp2,0.13240742153591578,0.489772727272727,88.21,71,40,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.35736530573681125
72,31,A_exp2,0.7666666666666666,0.711363636363636,70.76,121,41,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.05530303030303063
72,37,B_exp2,0.8120370652940538,0.813636363636363,58.43,146,42,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.0015992983423092078
72,8,D_exp2,0.03425928751627605,0.319318181818182,95.69,32,43,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.28505889430190595
72,3,B_exp2,0.09351853264702692,0.234090909090909,97.85,10,44,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.14057237644388207
72,4,B_exp2,0.09537039862738717,0.251136363636364,97.45,14,45,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.15576596500897683
72,39,C_exp2,0.8166666666666667,0.847727272727273,53.22,155,46,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.031060606060606344
72,27,B_exp2,0.6416666666666666,0.643181818181818,77.13,106,47,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.0015151515151513584
72,28,B_exp2,0.27962964375813804,0.660227272727273,75.63,110,48,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.38059762896913496
72,7,B_exp2,0.07037039862738714,0.302272727272727,96.21,26,49,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.23190232864533988
72,17,C_exp2,0.09166666666666667,0.472727272727273,89.16,67,50,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3810606060606063
72,42,B_exp2,0.987037065294054,0.898863636363636,43.85,166,51,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.08817342893041802
72,26,D_exp2,0.17870373196072048,0.626136363636364,78.63,104,52,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.44743263167564357
72,26,A_exp2,0.43425928751627607,0.626136363636364,78.63,101,53,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.19187707612008797
72,45,D_exp2,0.99629635281033,0.95,31.29,180,54,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.046296352810330066
72,23,B_exp2,0.5601852416992188,0.575,82.61,90,55,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.014814758300781161
72,3,D_exp2,0.04166666666666668,0.234090909090909,97.85,12,56,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.1924242424242423
72,19,C_exp2,0.05740742153591582,0.506818181818182,87.29,75,57,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.4494107602822661
72,24,A_exp2,0.8638888888888889,0.592045454545455,81.33,93,58,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.27184343434343394
72,39,D_exp2,0.8898148430718316,0.847727272727273,53.22,156,59,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.04208757034455857
72,2,A_exp2,0.7731481764051649,0.217045454545455,98.2,5,60,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.5561027218597099
72,27,C_exp2,0.49814817640516496,0.643181818181818,77.13,107,61,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.145033641776653
72,6,D_exp2,0.07222222222222224,0.285227272727273,96.65,24,62,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.21300505050505075
72,15,C_exp2,0.0972222222222222,0.438636363636364,90.98,59,63,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3414141414141418
72,30,B_exp2,0.6472222222222223,0.694318181818182,72.45,118,64,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.04709595959595969
72,9,C_exp2,0.1435185326470269,0.336363636363636,95.17,35,65,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.19284510371660907
72,27,A_exp2,0.8055555555555556,0.643181818181818,77.13,105,66,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.16237373737373761
72,20,A_exp2,0.7925926208496094,0.523863636363636,86.18,77,67,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.2687289844859734
72,18,A_exp2,0.8611111111111112,0.489772727272727,88.21,69,68,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.37133838383838413
72,45,C_exp2,0.9175926208496094,0.95,31.29,179,69,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.0324073791503906
72,12,A_exp2,0.6925926208496094,0.3875,93.21,45,70,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.30509262084960936
72,36,A_exp2,0.8564815097384982,0.796590909090909,60.8,141,71,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.05989060064758922
72,9,D_exp2,0.01203706529405379,0.336363636363636,95.17,36,72,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3243265710695822
72,16,B_exp2,0.12037039862738712,0.455681818181818,90.06,62,74,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3353114195544309
72,18,D_exp2,0.03796297709147134,0.489772727272727,88.21,72,75,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.4518097501812557
72,23,D_exp2,0.07407408820258249,0.575,82.61,92,76,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.5009259117974174
72,13,C_exp2,0.03425928751627605,0.404545454545455,92.49,51,77,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.37028616702917894
72,30,A_exp2,0.7907407972547743,0.694318181818182,72.45,117,78,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.09642261543659236
72,4,C_exp2,0.01944444444444443,0.251136363636364,97.45,15,79,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.23169191919191956
72,43,B_exp2,0.9787037319607204,0.915909090909091,40.18,170,80,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.06279464105162935
72,43,C_exp2,0.7916666666666667,0.915909090909091,40.18,171,81,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.12424242424242427
72,25,A_exp2,0.7472222222222222,0.609090909090909,80.05,97,82,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.13813131313131322
72,30,C_exp2,0.5407407972547743,0.694318181818182,72.45,119,83,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.15357738456340764
72,45,A_exp2,1,0.95,31.29,177,84,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.050000000000000044
72,42,D_exp2,0.9351852416992188,0.898863636363636,43.85,168,85,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.03632160533558282
72,44,D_exp2,0.9907407972547744,0.932954545454545,36.02,176,86,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,-0.05778625180022934
72,36,C_exp2,0.3657407972547743,0.796590909090909,60.8,143,87,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.4308501118361347
72,3,C_exp2,0.16666666666666669,0.234090909090909,97.85,11,88,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.0674242424242423
72,15,D_exp2,0.1370370652940538,0.438636363636364,90.98,60,89,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.3015992983423102
72,26,B_exp2,0.5157407972547743,0.626136363636364,78.63,102,90,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.11039556638158976
72,1,D_exp2,0.04907408820258246,0.2,98.47,4,91,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.15092591179741754
72,5,B_exp2,0.21851853264702692,0.268181818181818,97.09,18,92,62e3e406bfbe1ec62f4e7fe5,First,24,23,F,0.0496632855347911
72,8,B_exp2,0.09074075486924917,0.319318181818182,95.69,30,93,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.22857742694893285
72,11,A_exp2,0.5898148430718316,0.370454545454545,93.87,41,94,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.21936029761728665
72,3,A_exp2,0.7333333333333334,0.234090909090909,97.85,9,95,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.4992424242424244
72,25,B_exp2,0.7138888888888889,0.609090909090909,80.05,98,96,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.10479797979797989
72,16,D_exp2,0.08333333333333331,0.455681818181818,90.06,64,97,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.3723484848484847
72,21,C_exp2,0.12037039862738712,0.540909090909091,85.06,83,98,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.4205386922817039
72,8,C_exp2,0.25185186598036025,0.319318181818182,95.69,31,99,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.06746631583782176
72,11,D_exp2,0.05185186598036023,0.370454545454545,93.87,44,100,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.31860267947418475
72,24,C_exp2,0.16018519931369357,0.592045454545455,81.33,95,101,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.4318602552317614
72,15,B_exp2,0.1898148430718316,0.438636363636364,90.98,58,102,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.24882152056453238
72,19,A_exp2,0.3194444444444444,0.506818181818182,87.29,73,103,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.18737373737373753
72,5,C_exp2,0.1009259541829427,0.268181818181818,97.09,19,104,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.16725586399887532
72,31,C_exp2,0.17222222222222222,0.711363636363636,70.76,123,105,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.5391414141414137
72,38,C_exp2,0.6555555555555556,0.830681818181818,55.96,151,106,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.1751262626262624
72,34,B_exp2,0.748148176405165,0.7625,65.09,134,107,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.014351823594835
72,9,B_exp2,0.475,0.336363636363636,95.17,34,108,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.138636363636364
72,10,B_exp2,0.30462964375813806,0.353409090909091,94.56,38,109,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.04877944715095295
72,16,A_exp2,0.8148148430718316,0.455681818181818,90.06,61,110,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.3591330248900136
72,6,C_exp2,0.08240742153591579,0.285227272727273,96.65,23,111,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.2028198511913572
72,13,D_exp2,0.03796297709147134,0.404545454545455,92.49,52,112,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.36658247745398365
72,41,B_exp2,0.9305555555555556,0.881818181818182,47.24,162,113,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.048737373737373635
72,22,A_exp2,0.8277777777777777,0.557954545454545,83.86,85,114,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.2698232323232327
72,33,A_exp2,0.923148176405165,0.745454545454545,67.07,129,115,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.17769363095061996
72,13,A_exp2,0.757407463921441,0.404545454545455,92.49,49,116,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.352862009375986
72,23,C_exp2,0.29444444444444445,0.575,82.61,91,117,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.2805555555555555
72,25,D_exp2,0.12685186598036025,0.609090909090909,80.05,100,118,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.48223904311054877
72,5,A_exp2,0.5111111111111111,0.268181818181818,97.09,17,119,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.24292929292929305
72,14,D_exp2,0.00833333333333336,0.421590909090909,91.77,56,120,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.41325757575757566
72,34,A_exp2,0.8416666666666667,0.7625,65.09,133,121,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.07916666666666672
72,19,B_exp2,0.05833333333333335,0.506818181818182,87.29,74,122,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.4484848484848486
72,20,D_exp2,0.01666666666666666,0.523863636363636,86.18,80,123,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.5071969696969694
72,32,D_exp2,0.259259287516276,0.728409090909091,68.93,128,124,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.469149803392815
72,26,C_exp2,0.28055555555555556,0.626136363636364,78.63,103,125,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.3455808080808085
72,12,C_exp2,0.12592595418294272,0.3875,93.21,47,126,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.2615740458170573
72,23,A_exp2,0.8148148430718316,0.575,82.61,89,127,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.23981484307183165
72,6,B_exp2,0.29166666666666663,0.285227272727273,96.65,22,128,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.006439393939393634
72,39,A_exp2,0.8361111111111111,0.847727272727273,53.22,153,129,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.011616161616161857
72,9,A_exp2,0.6666666666666666,0.336363636363636,95.17,33,130,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.33030303030303065
72,35,A_exp2,0.8185185750325521,0.779545454545455,62.96,137,131,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.03897312048709711
72,31,B_exp2,0.7129630194769965,0.711363636363636,70.76,122,132,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.0015993831133604974
72,44,A_exp2,0.9916666666666668,0.932954545454545,36.02,173,134,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.05871212121212177
72,19,D_exp2,0.02962964375813803,0.506818181818182,87.29,76,135,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.4771885380600439
72,7,A_exp2,0.6648148430718316,0.302272727272727,96.21,25,136,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.36254211579910456
72,1,B_exp2,0.10833333333333334,0.2,98.47,2,137,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.09166666666666667
72,17,D_exp2,0.04444444444444445,0.472727272727273,89.16,68,138,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.42828282828282854
72,4,A_exp2,0.6981481764051649,0.251136363636364,97.45,13,139,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.4470118127688009
72,40,A_exp2,0.9314815097384984,0.864772727272727,50.34,157,140,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.06670878246577139
72,45,B_exp2,0.9990741305881076,0.95,31.29,178,141,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.04907413058810761
72,14,C_exp2,0.184259287516276,0.421590909090909,91.77,55,142,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.23733162157463303
72,38,B_exp2,0.7018519083658854,0.830681818181818,55.96,150,143,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.12882990981593256
72,32,B_exp2,0.5444444444444444,0.728409090909091,68.93,126,144,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.1839646464646466
72,10,D_exp2,0.06296297709147136,0.353409090909091,94.56,40,146,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.29044611381761964
72,44,B_exp2,0.9574074639214408,0.932954545454545,36.02,174,147,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.02445291846689579
72,34,D_exp2,0.5046296861436632,0.7625,65.09,136,148,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.25787031385633674
72,2,D_exp2,0.02777777777777779,0.217045454545455,98.2,8,149,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.18926767676767722
72,37,D_exp2,0.3037037319607205,0.813636363636363,58.43,148,150,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.5099326316756425
72,41,A_exp2,0.8148148430718316,0.881818181818182,47.24,161,151,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.06700333874635034
72,35,C_exp2,0.35833333333333334,0.779545454545455,62.96,139,152,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.42121212121212165
72,24,B_exp2,0.3796296861436632,0.592045454545455,81.33,94,153,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.21241576840179177
72,13,B_exp2,0.2509259541829427,0.404545454545455,92.49,50,154,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.15361950036251226
72,27,D_exp2,0.20277777777777775,0.643181818181818,77.13,108,156,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.44040404040404024
72,7,C_exp2,0.05740742153591582,0.302272727272727,96.21,27,157,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.2448653057368112
72,21,D_exp2,0.17037039862738718,0.540909090909091,85.06,84,158,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.37053869228170383
72,41,C_exp2,0.6453703986273871,0.881818181818182,47.24,163,159,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.23644778319079485
72,29,C_exp2,0.22314817640516493,0.677272727272727,74.03,115,160,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.4541245508675621
72,44,C_exp2,0.8129630194769966,0.932954545454545,36.02,175,161,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.11999152597754847
72,30,D_exp2,0.4,0.694318181818182,72.45,120,162,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.2943181818181819
72,42,A_exp2,0.7990741305881076,0.898863636363636,43.85,165,163,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.09978950577552836
72,15,A_exp2,0.7185185750325521,0.438636363636364,90.98,57,164,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.27988221139618813
72,22,D_exp2,0.03981484307183158,0.557954545454545,83.86,88,165,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.5181397023827135
72,40,C_exp2,0.5398148430718316,0.864772727272727,50.34,159,166,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.32495788420089544
72,35,B_exp2,0.6564815097384983,0.779545454545455,62.96,138,167,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.1230639448069567
72,43,A_exp2,0.8657407972547744,0.915909090909091,40.18,169,168,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.05016829365431663
72,41,D_exp2,0.768518575032552,0.881818181818182,47.24,164,169,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.11329960678562989
72,25,C_exp2,0.05092595418294271,0.609090909090909,80.05,99,170,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.5581649549079664
72,24,D_exp2,0.0222222222222222,0.592045454545455,81.33,96,171,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.5698232323232328
72,1,A_exp2,0.5712963528103299,0.2,98.47,1,172,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.37129635281032985
72,22,B_exp2,0.1472222222222222,0.557954545454545,83.86,86,173,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.41073232323232284
72,17,A_exp2,0.7120370652940538,0.472727272727273,89.16,65,174,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.23930979256678075
72,39,B_exp2,0.6787037319607205,0.847727272727273,53.22,154,175,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.16902354076655246
72,36,B_exp2,0.6611111111111111,0.796590909090909,60.8,142,176,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.13547979797979792
72,31,D_exp2,0.39166666666666666,0.711363636363636,70.76,124,177,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.3196969696969693
72,7,D_exp2,0.02407408820258244,0.302272727272727,96.21,28,178,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.2781986390701446
72,14,A_exp2,0.7657407972547743,0.421590909090909,91.77,53,179,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.34414988816386527
72,28,A_exp2,0.857407463921441,0.660227272727273,75.63,109,180,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.19718019119416796
72,38,A_exp2,0.9101852416992188,0.830681818181818,55.96,149,181,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,-0.0795034235174008
72,40,B_exp2,0.7925926208496094,0.864772727272727,50.34,158,182,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.07218010642311767
72,2,C_exp2,0.1370370652940538,0.217045454545455,98.2,7,183,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.08000838925140122
72,33,D_exp2,0.2509259541829427,0.745454545454545,67.07,132,184,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.4945285912716023
72,12,B_exp2,0.184259287516276,0.3875,93.21,46,185,62e3e406bfbe1ec62f4e7fe5,Second,24,23,F,0.20324071248372402
140,5,B_exp2,0.04814814814814816,0.268181818181818,97.09,18,0,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.22003367003366986
140,28,A_exp2,0.3453703703703704,0.660227272727273,75.63,109,1,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.3148569023569026
140,10,D_exp2,0.05092592592592593,0.353409090909091,94.56,40,2,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.3024831649831651
140,13,B_exp2,0.1027777777777778,0.404545454545455,92.49,50,3,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.3017676767676772
140,36,A_exp2,0.6972222222222222,0.796590909090909,60.8,141,4,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.09936868686868683
140,30,A_exp2,0.5009259259259259,0.694318181818182,72.45,117,5,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.19339225589225606
140,15,B_exp2,0.05185185185185187,0.438636363636364,90.98,58,6,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.3867845117845121
140,17,C_exp2,0,0.472727272727273,89.16,67,7,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.472727272727273
140,12,A_exp2,0.05092592592592593,0.3875,93.21,45,8,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.3365740740740741
140,39,D_exp2,0.8537037037037036,0.847727272727273,53.22,156,9,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,-0.005976430976430636
140,26,C_exp2,0.1472222222222222,0.626136363636364,78.63,103,10,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.47891414141414185
140,4,A_exp2,0,0.251136363636364,97.45,13,12,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.251136363636364
140,11,D_exp2,0.04814814814814816,0.370454545454545,93.87,44,13,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.3223063973063968
140,6,D_exp2,0,0.285227272727273,96.65,24,14,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.285227272727273
140,17,B_exp2,0.04722222222222222,0.472727272727273,89.16,66,15,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.4255050505050508
140,31,C_exp2,0.1472222222222222,0.711363636363636,70.76,123,16,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.5641414141414138
140,26,D_exp2,0.09907407407407408,0.626136363636364,78.63,104,17,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.52706228956229
140,32,D_exp2,0.4,0.728409090909091,68.93,128,18,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.328409090909091
140,4,D_exp2,0,0.251136363636364,97.45,16,19,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.251136363636364
140,25,B_exp2,0.09814814814814816,0.609090909090909,80.05,98,20,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.5109427609427608
140,22,D_exp2,0.1027777777777778,0.557954545454545,83.86,88,21,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,0.45517676767676724
140,41,B_exp2,0.8972222222222221,0.881818181818182,47.24,162,22,62e3e425a4fa2c3fcaf8b11a,First,19,23,M,-0.015404040404040198
