participant,item,condition,slider.response,my_rs,total_residuals,unique_item_no,session,trials.thisN,half,literacy,age_textbox.text,gender_slider.response,dot_pitch,res_width,VT_no_correct,difference
45,2,D_exp3,0.113888882,0.217954545,98.2,8,640f3b1f1b97231177a7b2f9,80,First,23,24,M,0.32246093750000004,1536,6,0.104065663
45,37,C_exp3,0.262962977,0.846363636,53.4,147,640f3b1f1b97231177a7b2f9,81,First,23,24,M,0.32246093750000004,1536,6,0.583400659
45,33,D_exp3,0.233333376,0.774545455,63.57,132,640f3b1f1b97231177a7b2f9,82,First,23,24,M,0.32246093750000004,1536,6,0.541212079
45,43,A_exp3,0.758333347,0.954090909,30.04,169,640f3b1f1b97231177a7b2f9,83,First,23,24,M,0.32246093750000004,1536,6,0.19575756200000005
45,9,D_exp3,0.125,0.343636364,94.9,36,640f3b1f1b97231177a7b2f9,84,First,23,24,M,0.32246093750000004,1536,6,0.21863636400000003
45,44,D_exp3,0.567592621,0.972045455,23.65,176,640f3b1f1b97231177a7b2f9,85,First,23,24,M,0.32246093750000004,1536,6,0.404452834
45,35,B_exp3,0.496296282,0.810454545,58.87,138,640f3b1f1b97231177a7b2f9,86,First,23,24,M,0.32246093750000004,1536,6,0.31415826300000005
45,43,C_exp3,0.525925954,0.954090909,30.04,171,640f3b1f1b97231177a7b2f9,87,First,23,24,M,0.32246093750000004,1536,6,0.42816495500000007
45,5,C_exp3,0.081481474,0.271818182,96.99,19,640f3b1f1b97231177a7b2f9,88,First,23,24,M,0.32246093750000004,1536,6,0.19033670800000002
45,31,B_exp3,0.380555541,0.738636364,67.86,122,640f3b1f1b97231177a7b2f9,89,First,23,24,M,0.32246093750000004,1536,6,0.358080823
45,21,C_exp3,0.357407393,0.559090909,83.77,83,640f3b1f1b97231177a7b2f9,91,First,23,24,M,0.32246093750000004,1536,6,0.201683516
45,41,C_exp3,0.470370399,0.918181818,39.66,163,640f3b1f1b97231177a7b2f9,92,First,23,24,M,0.32246093750000004,1536,6,0.447811419
45,16,D_exp3,0.185185185,0.469318182,89.4,64,640f3b1f1b97231177a7b2f9,93,Second,23,24,M,0.32246093750000004,1536,6,0.28413299699999994
45,32,C_exp3,0.400925954,0.756590909,65.73,127,640f3b1f1b97231177a7b2f9,94,Second,23,24,M,0.32246093750000004,1536,6,0.35566495500000006
45,18,C_exp3,0.204629616,0.505227273,87.36,71,640f3b1f1b97231177a7b2f9,95,Second,23,24,M,0.32246093750000004,1536,6,0.3005976570000001
45,37,A_exp3,0.785185213,0.846363636,53.4,145,640f3b1f1b97231177a7b2f9,96,Second,23,24,M,0.32246093750000004,1536,6,0.06117842299999998
45,21,A_exp3,0.607407393,0.559090909,83.77,81,640f3b1f1b97231177a7b2f9,97,Second,23,24,M,0.32246093750000004,1536,6,-0.04831648399999999
45,45,A_exp3,0.92314812,0.99,14.13,177,640f3b1f1b97231177a7b2f9,98,Second,23,24,M,0.32246093750000004,1536,6,0.06685187999999997
45,42,D_exp3,0.852777834,0.936136364,35.25,168,640f3b1f1b97231177a7b2f9,99,Second,23,24,M,0.32246093750000004,1536,6,0.08335853000000004
45,16,A_exp3,0.292592578,0.469318182,89.4,61,640f3b1f1b97231177a7b2f9,100,Second,23,24,M,0.32246093750000004,1536,6,0.17672560399999998
45,18,B_exp3,0.294444473,0.505227273,87.36,70,640f3b1f1b97231177a7b2f9,101,Second,23,24,M,0.32246093750000004,1536,6,0.21078280000000005
45,23,B_exp3,0.344444487,0.595,81.13,90,640f3b1f1b97231177a7b2f9,102,Second,23,24,M,0.32246093750000004,1536,6,0.25055551299999995
45,43,D_exp3,0.535185213,0.954090909,30.04,172,640f3b1f1b97231177a7b2f9,103,Second,23,24,M,0.32246093750000004,1536,6,0.41890569600000005
45,5,D_exp3,0.10555557,0.271818182,96.99,20,640f3b1f1b97231177a7b2f9,104,Second,23,24,M,0.32246093750000004,1536,6,0.16626261200000003
45,34,B_exp3,0.509259259,0.7925,61.29,134,640f3b1f1b97231177a7b2f9,105,Second,23,24,M,0.32246093750000004,1536,6,0.28324074099999996
45,28,C_exp3,0.390740783,0.684772727,73.36,111,640f3b1f1b97231177a7b2f9,106,Second,23,24,M,0.32246093750000004,1536,6,0.29403194400000005
45,36,C_exp3,0.344444487,0.828409091,56.22,143,640f3b1f1b97231177a7b2f9,107,Second,23,24,M,0.32246093750000004,1536,6,0.483964604
45,11,D_exp3,0.059259273,0.379545455,93.55,44,640f3b1f1b97231177a7b2f9,109,Second,23,24,M,0.32246093750000004,1536,6,0.320286182
45,25,D_exp3,0.148148148,0.630909091,78.2,100,640f3b1f1b97231177a7b2f9,110,Second,23,24,M,0.32246093750000004,1536,6,0.48276094300000005
45,3,B_exp3,0.111111111,0.235909091,97.87,10,640f3b1f1b97231177a7b2f9,111,Second,23,24,M,0.32246093750000004,1536,6,0.12479797999999999
45,44,C_exp3,0.657407407,0.972045455,23.65,175,640f3b1f1b97231177a7b2f9,112,Second,23,24,M,0.32246093750000004,1536,6,0.31463804799999995
45,6,D_exp3,0.050000014,0.289772727,96.58,24,640f3b1f1b97231177a7b2f9,114,Second,23,24,M,0.32246093750000004,1536,6,0.239772713
45,31,C_exp3,0.327777792,0.738636364,67.86,123,640f3b1f1b97231177a7b2f9,115,Second,23,24,M,0.32246093750000004,1536,6,0.410858572
45,11,A_exp3,0.236111111,0.379545455,93.55,41,640f3b1f1b97231177a7b2f9,117,Second,23,24,M,0.32246093750000004,1536,6,0.14343434399999996
45,30,D_exp3,0.290740755,0.720681818,69.76,120,640f3b1f1b97231177a7b2f9,118,Second,23,24,M,0.32246093750000004,1536,6,0.42994106299999996
45,29,B_exp3,0.517592607,0.702727273,71.6,114,640f3b1f1b97231177a7b2f9,119,Second,23,24,M,0.32246093750000004,1536,6,0.18513466600000006
45,33,B_exp3,0.683333362,0.774545455,63.57,130,640f3b1f1b97231177a7b2f9,120,Second,23,24,M,0.32246093750000004,1536,6,0.091212093
45,7,B_exp3,0.339814857,0.307727273,96.03,26,640f3b1f1b97231177a7b2f9,121,Second,23,24,M,0.32246093750000004,1536,6,-0.032087584
45,8,C_exp3,0.190740762,0.325681818,95.52,31,640f3b1f1b97231177a7b2f9,122,Second,23,24,M,0.32246093750000004,1536,6,0.134941056
45,7,D_exp3,0.10833334,0.307727273,96.03,28,640f3b1f1b97231177a7b2f9,123,Second,23,24,M,0.32246093750000004,1536,6,0.19939393300000002
45,4,D_exp3,0.027777778,0.253863636,97.45,16,640f3b1f1b97231177a7b2f9,124,Second,23,24,M,0.32246093750000004,1536,6,0.226085858
45,17,D_exp3,0.043518526,0.487272727,88.33,68,640f3b1f1b97231177a7b2f9,125,Second,23,24,M,0.32246093750000004,1536,6,0.443754201
45,38,C_exp3,0.496296282,0.864318182,50.47,151,640f3b1f1b97231177a7b2f9,126,Second,23,24,M,0.32246093750000004,1536,6,0.3680219
45,6,C_exp3,0.130555577,0.289772727,96.58,23,640f3b1f1b97231177a7b2f9,127,Second,23,24,M,0.32246093750000004,1536,6,0.15921715
45,26,B_exp3,0.496296282,0.648863636,76.62,102,640f3b1f1b97231177a7b2f9,128,Second,23,24,M,0.32246093750000004,1536,6,0.152567354
45,45,D_exp3,0.909259231,0.99,14.13,180,640f3b1f1b97231177a7b2f9,129,Second,23,24,M,0.32246093750000004,1536,6,0.08074076900000005
45,16,C_exp3,0.281481496,0.469318182,89.4,63,640f3b1f1b97231177a7b2f9,130,Second,23,24,M,0.32246093750000004,1536,6,0.18783668599999997
45,12,A_exp3,0.169444437,0.3975,92.82,45,640f3b1f1b97231177a7b2f9,131,Second,23,24,M,0.32246093750000004,1536,6,0.22805556300000002
45,13,B_exp3,0.161111125,0.415454545,91.98,50,640f3b1f1b97231177a7b2f9,132,Second,23,24,M,0.32246093750000004,1536,6,0.25434342
45,26,A_exp3,0.548148191,0.648863636,76.62,101,640f3b1f1b97231177a7b2f9,133,Second,23,24,M,0.32246093750000004,1536,6,0.10071544499999996
45,45,B_exp3,0.809259344,0.99,14.13,178,640f3b1f1b97231177a7b2f9,134,Second,23,24,M,0.32246093750000004,1536,6,0.180740656
45,36,B_exp3,0.731481481,0.828409091,56.22,142,640f3b1f1b97231177a7b2f9,135,Second,23,24,M,0.32246093750000004,1536,6,0.09692761000000005
45,44,B_exp3,0.812962991,0.972045455,23.65,174,640f3b1f1b97231177a7b2f9,136,Second,23,24,M,0.32246093750000004,1536,6,0.15908246399999992
45,7,C_exp3,0.127777771,0.307727273,96.03,27,640f3b1f1b97231177a7b2f9,137,Second,23,24,M,0.32246093750000004,1536,6,0.179949502
45,20,B_exp3,0.296296296,0.541136364,85.04,78,640f3b1f1b97231177a7b2f9,138,Second,23,24,M,0.32246093750000004,1536,6,0.24484006799999997
45,10,A_exp3,0.311111097,0.361590909,94.23,37,640f3b1f1b97231177a7b2f9,139,Second,23,24,M,0.32246093750000004,1536,6,0.05047981200000001
45,25,B_exp3,0.37962963,0.630909091,78.2,98,640f3b1f1b97231177a7b2f9,140,Second,23,24,M,0.32246093750000004,1536,6,0.25127946100000004
45,27,B_exp3,0.380555541,0.666818182,75.05,106,640f3b1f1b97231177a7b2f9,141,Second,23,24,M,0.32246093750000004,1536,6,0.286262641
45,42,A_exp3,0.659259302,0.936136364,35.25,165,640f3b1f1b97231177a7b2f9,142,Second,23,24,M,0.32246093750000004,1536,6,0.27687706199999995
45,30,C_exp3,0.345370399,0.720681818,69.76,119,640f3b1f1b97231177a7b2f9,143,Second,23,24,M,0.32246093750000004,1536,6,0.375311419
45,14,A_exp3,0.244444459,0.433409091,91.2,53,640f3b1f1b97231177a7b2f9,144,Second,23,24,M,0.32246093750000004,1536,6,0.18896463200000002
45,41,D_exp3,0.39907406,0.918181818,39.66,164,640f3b1f1b97231177a7b2f9,145,Second,23,24,M,0.32246093750000004,1536,6,0.519107758
45,7,A_exp3,0.289814843,0.307727273,96.03,25,640f3b1f1b97231177a7b2f9,146,Second,23,24,M,0.32246093750000004,1536,6,0.017912430000000035
45,36,D_exp3,0.345370399,0.828409091,56.22,144,640f3b1f1b97231177a7b2f9,147,Second,23,24,M,0.32246093750000004,1536,6,0.48303869200000005
45,20,C_exp3,0.11851851100000001,0.541136364,85.04,79,640f3b1f1b97231177a7b2f9,148,Second,23,24,M,0.32246093750000004,1536,6,0.422617853
45,30,A_exp3,0.72592594,0.720681818,69.76,117,640f3b1f1b97231177a7b2f9,150,Second,23,24,M,0.32246093750000004,1536,6,-0.005244122000000018
45,40,D_exp3,0.47129631,0.900227273,43.56,160,640f3b1f1b97231177a7b2f9,151,Second,23,24,M,0.32246093750000004,1536,6,0.42893096300000005
45,38,B_exp3,0.646296325,0.864318182,50.47,150,640f3b1f1b97231177a7b2f9,152,Second,23,24,M,0.32246093750000004,1536,6,0.21802185699999999
45,10,C_exp3,0.119444459,0.361590909,94.23,39,640f3b1f1b97231177a7b2f9,153,Second,23,24,M,0.32246093750000004,1536,6,0.24214645
45,32,B_exp3,0.499074088,0.756590909,65.73,126,640f3b1f1b97231177a7b2f9,154,Second,23,24,M,0.32246093750000004,1536,6,0.257516821
45,36,A_exp3,0.681481467,0.828409091,56.22,141,640f3b1f1b97231177a7b2f9,155,Second,23,24,M,0.32246093750000004,1536,6,0.14692762400000003
45,23,A_exp3,0.481481481,0.595,81.13,89,640f3b1f1b97231177a7b2f9,156,Second,23,24,M,0.32246093750000004,1536,6,0.11351851899999998
45,33,C_exp3,0.328703704,0.774545455,63.57,131,640f3b1f1b97231177a7b2f9,157,Second,23,24,M,0.32246093750000004,1536,6,0.44584175100000006
45,4,C_exp3,0.184259273,0.253863636,97.45,15,640f3b1f1b97231177a7b2f9,158,Second,23,24,M,0.32246093750000004,1536,6,0.069604363
45,1,A_exp3,0.13703703,0.2,98.47,1,640f3b1f1b97231177a7b2f9,159,Second,23,24,M,0.32246093750000004,1536,6,0.06296297000000001
45,34,D_exp3,0.232407393,0.7925,61.29,136,640f3b1f1b97231177a7b2f9,160,Second,23,24,M,0.32246093750000004,1536,6,0.560092607
45,13,A_exp3,0.12962963,0.415454545,91.98,49,640f3b1f1b97231177a7b2f9,161,Second,23,24,M,0.32246093750000004,1536,6,0.285824915
45,9,C_exp3,0.036111125,0.343636364,94.9,35,640f3b1f1b97231177a7b2f9,162,Second,23,24,M,0.32246093750000004,1536,6,0.307525239
45,42,C_exp3,0.515740783,0.936136364,35.25,167,640f3b1f1b97231177a7b2f9,163,Second,23,24,M,0.32246093750000004,1536,6,0.42039558099999996
45,11,C_exp3,0.106481481,0.379545455,93.55,43,640f3b1f1b97231177a7b2f9,164,Second,23,24,M,0.32246093750000004,1536,6,0.273063974
45,18,D_exp3,0.193518533,0.505227273,87.36,72,640f3b1f1b97231177a7b2f9,165,Second,23,24,M,0.32246093750000004,1536,6,0.31170874000000004
45,31,D_exp3,0.349074116,0.738636364,67.86,124,640f3b1f1b97231177a7b2f9,166,Second,23,24,M,0.32246093750000004,1536,6,0.389562248
45,32,D_exp3,0.35555557,0.756590909,65.73,128,640f3b1f1b97231177a7b2f9,167,Second,23,24,M,0.32246093750000004,1536,6,0.40103533900000005
45,22,A_exp3,0.348148134,0.577045455,82.45,85,640f3b1f1b97231177a7b2f9,168,Second,23,24,M,0.32246093750000004,1536,6,0.22889732100000004
45,24,B_exp3,0.414814843,0.612954545,79.66,94,640f3b1f1b97231177a7b2f9,169,Second,23,24,M,0.32246093750000004,1536,6,0.19813970200000003
45,31,A_exp3,0.501851894,0.738636364,67.86,121,640f3b1f1b97231177a7b2f9,170,Second,23,24,M,0.32246093750000004,1536,6,0.23678447000000002
45,14,C_exp3,0.267592607,0.433409091,91.2,55,640f3b1f1b97231177a7b2f9,171,Second,23,24,M,0.32246093750000004,1536,6,0.16581648400000004
45,14,D_exp3,0.163888896,0.433409091,91.2,56,640f3b1f1b97231177a7b2f9,172,Second,23,24,M,0.32246093750000004,1536,6,0.269520195
45,15,D_exp3,0.102777799,0.451363636,90.29,60,640f3b1f1b97231177a7b2f9,173,Second,23,24,M,0.32246093750000004,1536,6,0.348585837
45,15,A_exp3,0.199074074,0.451363636,90.29,57,640f3b1f1b97231177a7b2f9,174,Second,23,24,M,0.32246093750000004,1536,6,0.252289562
45,9,B_exp3,0.203703704,0.343636364,94.9,34,640f3b1f1b97231177a7b2f9,175,Second,23,24,M,0.32246093750000004,1536,6,0.13993266000000001
45,15,B_exp3,0.237963005,0.451363636,90.29,58,640f3b1f1b97231177a7b2f9,176,Second,23,24,M,0.32246093750000004,1536,6,0.213400631
45,29,C_exp3,0.280555584,0.702727273,71.6,115,640f3b1f1b97231177a7b2f9,177,Second,23,24,M,0.32246093750000004,1536,6,0.422171689
45,20,D_exp3,0.187962956,0.541136364,85.04,80,640f3b1f1b97231177a7b2f9,178,Second,23,24,M,0.32246093750000004,1536,6,0.35317340799999997
45,3,C_exp3,0.158333355,0.235909091,97.87,11,640f3b1f1b97231177a7b2f9,179,Second,23,24,M,0.32246093750000004,1536,6,0.07757573599999998
45,29,D_exp3,0.149074095,0.702727273,71.6,116,640f3b1f1b97231177a7b2f9,180,Second,23,24,M,0.32246093750000004,1536,6,0.553653178
45,1,D_exp3,0.125925947,0.2,98.47,4,640f3b1f1b97231177a7b2f9,181,Second,23,24,M,0.32246093750000004,1536,6,0.074074053
45,35,D_exp3,0.374074088,0.810454545,58.87,140,640f3b1f1b97231177a7b2f9,182,Second,23,24,M,0.32246093750000004,1536,6,0.436380457
45,3,D_exp3,0.11296297,0.235909091,97.87,12,640f3b1f1b97231177a7b2f9,183,Second,23,24,M,0.32246093750000004,1536,6,0.12294612099999999
45,6,A_exp3,0.164814808,0.289772727,96.58,21,640f3b1f1b97231177a7b2f9,184,Second,23,24,M,0.32246093750000004,1536,6,0.124957919
67,28,D_exp3,0.551111111,0.684772727,73.36,112,641047cd7900abdc5ccdbf10,0,First,24,21,F,0.34219444444444436,1440,6,0.13366161600000004
67,9,C_exp3,0.42,0.343636364,94.9,35,641047cd7900abdc5ccdbf10,1,First,24,21,F,0.34219444444444436,1440,6,-0.07636363599999996
67,38,A_exp3,0.783333333,0.864318182,50.47,149,641047cd7900abdc5ccdbf10,3,First,24,21,F,0.34219444444444436,1440,6,0.08098484900000003
67,2,C_exp3,0.315555556,0.217954545,98.2,7,641047cd7900abdc5ccdbf10,4,First,24,21,F,0.34219444444444436,1440,6,-0.09760101100000002
67,9,B_exp3,0.315555556,0.343636364,94.9,34,641047cd7900abdc5ccdbf10,5,First,24,21,F,0.34219444444444436,1440,6,0.028080808000000013
67,11,D_exp3,0.278888889,0.379545455,93.55,44,641047cd7900abdc5ccdbf10,6,First,24,21,F,0.34219444444444436,1440,6,0.100656566
67,42,A_exp3,0.906666667,0.936136364,35.25,165,641047cd7900abdc5ccdbf10,7,First,24,21,F,0.34219444444444436,1440,6,0.029469697000000017
67,18,D_exp3,0.376666667,0.505227273,87.36,72,641047cd7900abdc5ccdbf10,8,First,24,21,F,0.34219444444444436,1440,6,0.12856060600000002
67,20,C_exp3,0.318888889,0.541136364,85.04,79,641047cd7900abdc5ccdbf10,9,First,24,21,F,0.34219444444444436,1440,6,0.22224747499999997
67,1,C_exp3,0.287777778,0.2,98.47,3,641047cd7900abdc5ccdbf10,10,First,24,21,F,0.34219444444444436,1440,6,-0.08777777799999997
67,26,D_exp3,0.36,0.648863636,76.62,104,641047cd7900abdc5ccdbf10,11,First,24,21,F,0.34219444444444436,1440,6,0.288863636
67,11,A_exp3,0.575555556,0.379545455,93.55,41,641047cd7900abdc5ccdbf10,12,First,24,21,F,0.34219444444444436,1440,6,-0.196010101
67,20,D_exp3,0.331111111,0.541136364,85.04,80,641047cd7900abdc5ccdbf10,13,First,24,21,F,0.34219444444444436,1440,6,0.21002525299999997
67,33,C_exp3,0.672222222,0.774545455,63.57,131,641047cd7900abdc5ccdbf10,14,First,24,21,F,0.34219444444444436,1440,6,0.10232323300000001
67,6,D_exp3,0.394444444,0.289772727,96.58,24,641047cd7900abdc5ccdbf10,15,First,24,21,F,0.34219444444444436,1440,6,-0.104671717
67,10,D_exp3,0.44,0.361590909,94.23,40,641047cd7900abdc5ccdbf10,16,First,24,21,F,0.34219444444444436,1440,6,-0.07840909099999999
67,10,A_exp3,0.588888889,0.361590909,94.23,37,641047cd7900abdc5ccdbf10,17,First,24,21,F,0.34219444444444436,1440,6,-0.22729798
67,14,B_exp3,0.615555556,0.433409091,91.2,54,641047cd7900abdc5ccdbf10,18,First,24,21,F,0.34219444444444436,1440,6,-0.18214646499999998
67,25,A_exp3,0.79,0.630909091,78.2,97,641047cd7900abdc5ccdbf10,19,First,24,21,F,0.34219444444444436,1440,6,-0.159090909
67,36,A_exp3,0.906666667,0.828409091,56.22,141,641047cd7900abdc5ccdbf10,20,First,24,21,F,0.34219444444444436,1440,6,-0.07825757599999994
67,27,B_exp3,0.755555556,0.666818182,75.05,106,641047cd7900abdc5ccdbf10,21,First,24,21,F,0.34219444444444436,1440,6,-0.08873737400000004
67,8,B_exp3,0.417777778,0.325681818,95.52,30,641047cd7900abdc5ccdbf10,23,First,24,21,F,0.34219444444444436,1440,6,-0.09209595999999998
67,24,C_exp3,0.565555556,0.612954545,79.66,95,641047cd7900abdc5ccdbf10,25,First,24,21,F,0.34219444444444436,1440,6,0.04739898900000006
67,9,A_exp3,0.453333333,0.343636364,94.9,33,641047cd7900abdc5ccdbf10,26,First,24,21,F,0.34219444444444436,1440,6,-0.10969696899999998
67,41,D_exp3,0.797777778,0.918181818,39.66,164,641047cd7900abdc5ccdbf10,27,First,24,21,F,0.34219444444444436,1440,6,0.12040403999999993
67,43,C_exp3,0.865555556,0.954090909,30.04,171,641047cd7900abdc5ccdbf10,28,First,24,21,F,0.34219444444444436,1440,6,0.08853535300000004
67,38,C_exp3,0.688888889,0.864318182,50.47,151,641047cd7900abdc5ccdbf10,29,First,24,21,F,0.34219444444444436,1440,6,0.175429293
67,45,D_exp3,0.957777778,0.99,14.13,180,641047cd7900abdc5ccdbf10,30,First,24,21,F,0.34219444444444436,1440,6,0.03222222200000002
67,29,B_exp3,0.59,0.702727273,71.6,114,641047cd7900abdc5ccdbf10,31,First,24,21,F,0.34219444444444436,1440,6,0.11272727300000007
67,44,D_exp3,0.932222222,0.972045455,23.65,176,641047cd7900abdc5ccdbf10,32,First,24,21,F,0.34219444444444436,1440,6,0.0398232329999999
67,26,A_exp3,0.584444444,0.648863636,76.62,101,641047cd7900abdc5ccdbf10,33,First,24,21,F,0.34219444444444436,1440,6,0.06441919200000001
67,37,C_exp3,0.623333333,0.846363636,53.4,147,641047cd7900abdc5ccdbf10,34,First,24,21,F,0.34219444444444436,1440,6,0.22303030299999993
67,17,B_exp3,0.451111111,0.487272727,88.33,66,641047cd7900abdc5ccdbf10,35,First,24,21,F,0.34219444444444436,1440,6,0.03616161600000001
67,24,D_exp3,0.356666667,0.612954545,79.66,96,641047cd7900abdc5ccdbf10,36,First,24,21,F,0.34219444444444436,1440,6,0.256287878
67,6,C_exp3,0.316666667,0.289772727,96.58,23,641047cd7900abdc5ccdbf10,37,First,24,21,F,0.34219444444444436,1440,6,-0.026893940000000005
67,40,B_exp3,0.897777778,0.900227273,43.56,158,641047cd7900abdc5ccdbf10,38,First,24,21,F,0.34219444444444436,1440,6,0.0024494950000000237
67,33,D_exp3,0.637777778,0.774545455,63.57,132,641047cd7900abdc5ccdbf10,39,First,24,21,F,0.34219444444444436,1440,6,0.13676767700000003
67,41,B_exp3,0.832222222,0.918181818,39.66,162,641047cd7900abdc5ccdbf10,40,First,24,21,F,0.34219444444444436,1440,6,0.08595959600000003
67,3,C_exp3,0.292222222,0.235909091,97.87,11,641047cd7900abdc5ccdbf10,41,First,24,21,F,0.34219444444444436,1440,6,-0.05631313099999999
67,31,B_exp3,0.75,0.738636364,67.86,122,641047cd7900abdc5ccdbf10,42,First,24,21,F,0.34219444444444436,1440,6,-0.01136363600000001
67,21,D_exp3,0.374444444,0.559090909,83.77,84,641047cd7900abdc5ccdbf10,43,First,24,21,F,0.34219444444444436,1440,6,0.18464646500000004
67,34,C_exp3,0.674444444,0.7925,61.29,135,641047cd7900abdc5ccdbf10,44,First,24,21,F,0.34219444444444436,1440,6,0.11805555599999995
67,13,A_exp3,0.381111111,0.415454545,91.98,49,641047cd7900abdc5ccdbf10,45,First,24,21,F,0.34219444444444436,1440,6,0.034343434000000006
67,5,C_exp3,0.266666667,0.271818182,96.99,19,641047cd7900abdc5ccdbf10,46,First,24,21,F,0.34219444444444436,1440,6,0.005151514999999995
67,20,B_exp3,0.607777778,0.541136364,85.04,78,641047cd7900abdc5ccdbf10,47,First,24,21,F,0.34219444444444436,1440,6,-0.06664141400000001
67,1,B_exp3,0.404444444,0.2,98.47,2,641047cd7900abdc5ccdbf10,48,First,24,21,F,0.34219444444444436,1440,6,-0.204444444
67,33,B_exp3,0.765555556,0.774545455,63.57,130,641047cd7900abdc5ccdbf10,49,First,24,21,F,0.34219444444444436,1440,6,0.008989899000000023
67,14,C_exp3,0.392222222,0.433409091,91.2,55,641047cd7900abdc5ccdbf10,50,First,24,21,F,0.34219444444444436,1440,6,0.041186869000000015
67,4,A_exp3,0.328888889,0.253863636,97.45,13,641047cd7900abdc5ccdbf10,51,First,24,21,F,0.34219444444444436,1440,6,-0.07502525300000001
67,18,A_exp3,0.661111111,0.505227273,87.36,69,641047cd7900abdc5ccdbf10,52,First,24,21,F,0.34219444444444436,1440,6,-0.15588383799999994
67,35,A_exp3,0.811111111,0.810454545,58.87,137,641047cd7900abdc5ccdbf10,53,First,24,21,F,0.34219444444444436,1440,6,-6.565659999999696e-4
67,43,A_exp3,0.922222222,0.954090909,30.04,169,641047cd7900abdc5ccdbf10,54,First,24,21,F,0.34219444444444436,1440,6,0.03186868700000001
67,12,B_exp3,0.413333333,0.3975,92.82,46,641047cd7900abdc5ccdbf10,55,First,24,21,F,0.34219444444444436,1440,6,-0.015833333000000005
67,2,A_exp3,0.274444444,0.217954545,98.2,5,641047cd7900abdc5ccdbf10,56,First,24,21,F,0.34219444444444436,1440,6,-0.05648989900000001
67,36,B_exp3,0.8,0.828409091,56.22,142,641047cd7900abdc5ccdbf10,57,First,24,21,F,0.34219444444444436,1440,6,0.028409090999999997
67,44,B_exp3,0.94,0.972045455,23.65,174,641047cd7900abdc5ccdbf10,58,First,24,21,F,0.34219444444444436,1440,6,0.032045455
67,15,D_exp3,0.145555556,0.451363636,90.29,60,641047cd7900abdc5ccdbf10,59,First,24,21,F,0.34219444444444436,1440,6,0.30580808000000004
67,35,D_exp3,0.368888889,0.810454545,58.87,140,641047cd7900abdc5ccdbf10,60,First,24,21,F,0.34219444444444436,1440,6,0.44156565600000003
67,43,D_exp3,0.851111111,0.954090909,30.04,172,641047cd7900abdc5ccdbf10,61,First,24,21,F,0.34219444444444436,1440,6,0.10297979800000001
67,17,A_exp3,0.417777778,0.487272727,88.33,65,641047cd7900abdc5ccdbf10,62,First,24,21,F,0.34219444444444436,1440,6,0.06949494900000003
67,11,B_exp3,0.408888889,0.379545455,93.55,42,641047cd7900abdc5ccdbf10,63,First,24,21,F,0.34219444444444436,1440,6,-0.029343434
67,21,A_exp3,0.64,0.559090909,83.77,81,641047cd7900abdc5ccdbf10,64,First,24,21,F,0.34219444444444436,1440,6,-0.08090909099999999
67,8,D_exp3,0.254444444,0.325681818,95.52,32,641047cd7900abdc5ccdbf10,65,First,24,21,F,0.34219444444444436,1440,6,0.07123737400000002
67,35,C_exp3,0.668888889,0.810454545,58.87,139,641047cd7900abdc5ccdbf10,66,First,24,21,F,0.34219444444444436,1440,6,0.14156565600000004
67,23,D_exp3,0.441111111,0.595,81.13,92,641047cd7900abdc5ccdbf10,67,First,24,21,F,0.34219444444444436,1440,6,0.15388888899999997
67,17,D_exp3,0.393333333,0.487272727,88.33,68,641047cd7900abdc5ccdbf10,68,First,24,21,F,0.34219444444444436,1440,6,0.09393939400000001
67,30,D_exp3,0.674444444,0.720681818,69.76,120,641047cd7900abdc5ccdbf10,69,First,24,21,F,0.34219444444444436,1440,6,0.04623737399999994
67,31,A_exp3,0.848888889,0.738636364,67.86,121,641047cd7900abdc5ccdbf10,70,First,24,21,F,0.34219444444444436,1440,6,-0.11025252500000005
67,15,B_exp3,0.648888889,0.451363636,90.29,58,641047cd7900abdc5ccdbf10,71,First,24,21,F,0.34219444444444436,1440,6,-0.19752525299999996
67,7,A_exp3,0.356666667,0.307727273,96.03,25,641047cd7900abdc5ccdbf10,72,First,24,21,F,0.34219444444444436,1440,6,-0.04893939399999997
67,8,C_exp3,0.256666667,0.325681818,95.52,31,641047cd7900abdc5ccdbf10,73,First,24,21,F,0.34219444444444436,1440,6,0.069015151
67,29,A_exp3,0.743333333,0.702727273,71.6,113,641047cd7900abdc5ccdbf10,74,First,24,21,F,0.34219444444444436,1440,6,-0.04060606
67,37,D_exp3,0.772222222,0.846363636,53.4,148,641047cd7900abdc5ccdbf10,75,First,24,21,F,0.34219444444444436,1440,6,0.07414141399999996
67,42,B_exp3,0.908888889,0.936136364,35.25,166,641047cd7900abdc5ccdbf10,76,First,24,21,F,0.34219444444444436,1440,6,0.02724747500000002
67,4,D_exp3,0.426666667,0.253863636,97.45,16,641047cd7900abdc5ccdbf10,77,First,24,21,F,0.34219444444444436,1440,6,-0.172803031
67,36,C_exp3,0.661111111,0.828409091,56.22,143,641047cd7900abdc5ccdbf10,78,First,24,21,F,0.34219444444444436,1440,6,0.16729798000000007
67,2,D_exp3,0.335555556,0.217954545,98.2,8,641047cd7900abdc5ccdbf10,79,First,24,21,F,0.34219444444444436,1440,6,-0.11760101099999998
67,34,D_exp3,0.71,0.7925,61.29,136,641047cd7900abdc5ccdbf10,80,First,24,21,F,0.34219444444444436,1440,6,0.08250000000000002
