instructions,q1_slider_DC_2.response,consent_loop.thisN,q3_slider_DC.response,expName,warning.started,pre_beliefs.stopped,slider_emotion.response,study_id,key_resp_6.keys,__session,__participant,images_typical,__experimentName,final.started,intro.started,final.stopped,debrief.started,key_resp_6.rt,key_resp_4.rt,trials.thisN,trials.thisTrialN,pre_beliefs.started,practice.started,consent.stopped,trial_w_slider.started,consent.started,key_resp_exp.rt,begin_experiment.stopped,literacy.stopped,literacy.started,q2_slider_DC.response,q4_slider.response,instructions.started,ready_to_go.started,key_resp_exp_post.keys,consent_loop.thisTrialN,consent_item,slide_counter,date,trials.thisRepN,unique_item_no_T,practice_key_resp.rt,slider_emotion.rt,q3_slider.response,slider_belief_post.response,OS,gender_slider.response,plots_with_labels_T,trials.thisIndex,demographics.started,q4_slider_DC.response,q2_slider_DC_2.response,consent_key.keys,key_resp_4.duration,consent_key.rt,DC_page_2.stopped,q1_slider_DC_3.response,DC_page_3.stopped,instructions_loop.thisIndex,instructions_loop.thisRepN,slider.response,consent_key.duration,key_resp_4.keys,debrief.stopped,DC_page_1.stopped,colour,q2_slider.response,consent_loop.thisIndex,post_beliefs.started,practice.stopped,instructions_loop.ran,trials.ran,instructions_loop.thisN,post_beliefs.stopped,q2_slider_DC_3.response,trial_w_slider.stopped,DC_page_3.started,begin_experiment.started,DC_page_2.started,slider_belief.rt,DC_page_1.started,key_resp_exp.keys,q4_slider_DC_2.response,slider_belief.response,warning.stopped,ready_to_go.stopped,instructions.stopped,instructions_loop.thisTrialN,q3_slider_DC_2.response,q1_slider_DC.response,q3_slider_DC_3.response,psychopyVersion,consent_loop.thisRepN,consent_count,q4_slider_DC_3.response,age_textbox.text,instructions_text,q5_slider.response,key_resp_exp_post.rt,__datetime,frameRate,practice_key_resp.keys,practice_slider_2.rt,slider.rt,q1_slider.response,demographics.stopped,practice_slider_2.response,consent_loop.ran,intro.stopped,slider_belief_post.rt,session,total_correct,passed,participant
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,40_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,5.283500000000004,6,6,NA,NA,NA,1162.5493999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,40T,NA,NA,NA,NA,MacIntel,NA,all_plots/40_spice_T_hi.png,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6272482638888889,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1170.4447000000478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,7.14219999992838,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,22_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,3.2596999999284435,7,7,NA,NA,NA,1170.446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,22T,NA,NA,NA,NA,MacIntel,NA,all_plots/22_spice_T_hi.png,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43166666666666664,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1176.3322999999525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,5.266700000047649,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,20_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,2.2977999999523036,8,8,NA,NA,NA,1176.3327999999524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,20T,NA,NA,NA,NA,MacIntel,NA,all_plots/20_spice_T_hi.png,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3472526041666667,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1181.228100000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.533500000000004,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,10_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.48370000004752,9,9,NA,NA,NA,1181.2287000000476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,10T,NA,NA,NA,NA,MacIntel,NA,all_plots/10_spice_T_hi.png,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28375,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1185.3395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.814799999952129,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,35_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.7707000000475546,10,10,NA,NA,NA,1185.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,35T,NA,NA,NA,NA,MacIntel,NA,all_plots/35_spice_T_hi.png,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47109375,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1189.7242000000476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.07100000000014,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,27_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.5114000000953638,11,11,NA,NA,NA,1189.724600000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,27T,NA,NA,NA,NA,MacIntel,NA,all_plots/27_spice_T_hi.png,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31486111111111115,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1193.8437999999524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.930100000023913,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,39_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.768500000000131,12,12,NA,NA,NA,1193.8447000000476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,39T,NA,NA,NA,NA,MacIntel,NA,all_plots/39_spice_T_hi.png,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5183420138888889,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1198.2415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.8173000000715542,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please IGNORE the plot and set the slider to 1.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,4_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,3.1404999999999745,13,13,NA,NA,NA,1198.2417999999525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,49T,NA,NA,NA,NA,MacIntel,NA,all_plots/4_spice_T_hi.png,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,space,NA,NA,red,NA,NA,NA,NA,NA,1,NA,NA,NA,1203.9955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,5.492899999976089,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,7_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,2.0551999999283908,14,14,NA,NA,NA,1203.9957999999524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,7T,NA,NA,NA,NA,MacIntel,NA,all_plots/7_spice_T_hi.png,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35138888888888886,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1208.665899999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.334500000000162,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,13_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.500600000023951,15,15,NA,NA,NA,1208.6663999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,13T,NA,NA,NA,NA,MacIntel,NA,all_plots/13_spice_T_hi.png,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2892013888888889,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1212.7727000000475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.768699999928458,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,28_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.8939000000955275,16,16,NA,NA,NA,1212.7732000000476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,28T,NA,NA,NA,NA,MacIntel,NA,all_plots/28_spice_T_hi.png,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4090798611111111,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1217.2622999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.247300000071618,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,18_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.7593999999762673,17,17,NA,NA,NA,1217.2627999999524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,18T,NA,NA,NA,NA,MacIntel,NA,all_plots/18_spice_T_hi.png,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3145529513888889,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1221.6271000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.9991999999283503,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,24_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,2.7796000000239474,18,18,NA,NA,NA,1221.6275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,24T,NA,NA,NA,NA,MacIntel,NA,all_plots/24_spice_T_hi.png,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2980642361111111,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1227.0117000000478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.4903999999760345,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,33_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.7555999999044616,19,19,NA,NA,NA,1227.0121000000238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,33T,NA,NA,NA,NA,MacIntel,NA,all_plots/33_spice_T_hi.png,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5000217013888889,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1231.389399999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.9463999999761654,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please IGNORE the plot and set the slider to 0.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,1_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.4158999999760908,20,20,NA,NA,NA,1231.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,46T,NA,NA,NA,NA,MacIntel,NA,all_plots/1_spice_T_hi.png,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,space,NA,NA,red,NA,NA,NA,NA,NA,1,NA,NA,NA,1235.3953999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.797600000023749,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,38_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,2.0375000000001364,21,21,NA,NA,NA,1235.3957999999525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,38T,NA,NA,NA,NA,MacIntel,NA,all_plots/38_spice_T_hi.png,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4203038194444445,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1240.0567999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.208300000071631,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,36_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.410899999976209,22,22,NA,NA,NA,1240.057899999976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,36T,NA,NA,NA,NA,MacIntel,NA,all_plots/36_spice_T_hi.png,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39013020833333334,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1244.0773999999765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.711100000023862,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,31_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.809299999952373,23,23,NA,NA,NA,1244.0777000000478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,31T,NA,NA,NA,NA,MacIntel,NA,all_plots/31_spice_T_hi.png,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3238020833333333,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1248.5102000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.0642000000477765,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,21_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.3413999999761472,24,24,NA,NA,NA,1248.510600000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,21T,NA,NA,NA,NA,MacIntel,NA,all_plots/21_spice_T_hi.png,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29624131944444443,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1252.4557999999524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.681100000023889,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,6_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,2.0039000000952,25,25,NA,NA,NA,1252.4563999999762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,6T,NA,NA,NA,NA,MacIntel,NA,all_plots/6_spice_T_hi.png,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.16607638888888887,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1257.1947999999522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.012700000047744,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,4_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.2728999999760615,26,26,NA,NA,NA,1257.1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,4T,NA,NA,NA,NA,MacIntel,NA,all_plots/4_spice_T_hi.png,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18616319444444449,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1261.076100000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.6606000000238055,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,17_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.6144000000954293,27,27,NA,NA,NA,1261.0763999999765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,17T,NA,NA,NA,NA,MacIntel,NA,all_plots/17_spice_T_hi.png,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27673177083333333,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1265.2925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.792500000000018,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,45_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,2.21710000002372,28,28,NA,NA,NA,1265.2928999999765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,45T,NA,NA,NA,NA,MacIntel,NA,all_plots/45_spice_T_hi.png,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8550564236111111,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1270.109600000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.2792999999524,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,11_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.6997000000478693,29,29,NA,NA,NA,1270.110100000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,11T,NA,NA,NA,NA,MacIntel,NA,all_plots/11_spice_T_hi.png,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3478689236111111,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1274.4087000000477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,4.030099999904678,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
﻿Please look at the following plot and use the slider to estimate the level of relatedness.,NA,NA,NA,atypical_scatterplots_main_test_T,NA,NA,NA,66868c1df973f7ededaff065,NA,001,PARTICIPANT,1_spice_T_hi.png,atypical_scatterplots_main_T,NA,NA,NA,NA,NA,1.6399000000953947,30,30,NA,NA,NA,1274.409100000024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.38.900,0,1T,NA,NA,NA,NA,MacIntel,NA,all_plots/1_spice_T_hi.png,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24622829861111112,NA,space,NA,NA,black,NA,NA,NA,NA,NA,1,NA,NA,NA,1278.6237999999523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024.1.1,NA,NA,NA,NA,NA,NA,NA,2024-07-05_12h35.15.921,5.00020000800027,NA,NA,3.880699999928538,NA,NA,NA,NA,NA,NA,6687da6065c68c458a68d8b3,2,TRUE,14
